id,device_code,uuid,mode,mean,hrv_pnn50,hrv_rmssd,hr_mean,status_basic,status_sliding,response_body,created_at,minute
807,6D18B021,163b8c9b-d61a-415d-8c35-6048746a90a3,hrv,,66.1971830986,339.4028369273,71.84,success,,"{'HRV': {'HRV_S': {'0': 277266.857112022}, 'HRV_AI': {'0': 51.1301854472}, 'HRV_Ca': {'0': 0.4427543889}, 'HRV_Cd': {'0': 0.5572456111}, 'HRV_GI': {'0': 51.8010291595}, 'HRV_HF': {'0': 0.0198112307}, 'HRV_LF': {'0': 0.057230956}, 'HRV_PI': {'0': 45.5882352941}, 'HRV_SI': {'0': 52.6838716189}, 'HRV_C1a': {'0': 0.5940274815}, 'HRV_C1d': {'0': 0.4059725185}, 'HRV_C2a': {'0': 0.3764672084}, 'HRV_C2d': {'0': 0.6235327916}, 'HRV_CSI': {'0': 1.5108938106}, 'HRV_CVI': {'0': 6.1498680696}, 'HRV_HFn': {'0': 0.2565904658}, 'HRV_HTI': {'0': 3.9444444444}, 'HRV_LFn': {'0': 0.7412420713}, 'HRV_PAS': {'0': 0.1578947368}, 'HRV_PIP': {'0': 0.5774647887}, 'HRV_PSS': {'0': 0.85}, 'HRV_SD1': {'0': 241.6891044057}, 'HRV_SD2': {'0': 365.1665719351}, 'HRV_ULF': {'0': None}, 'HRV_VHF': {'0': 0.0001673488}, 'HRV_VLF': {'0': None}, 'HRV_ApEn': {'0': 0.6632339255}, 'HRV_CVNN': {'0': 0.1389044382}, 'HRV_CVSD': {'0': 0.1528066038}, 'HRV_IALS': {'0': 0.5882352941}, 'HRV_LFHF': {'0': 2.8888137712}, 'HRV_LnHF': {'0': -3.9215062965}, 'HRV_SD1a': {'0': 186.3065885242}, 'HRV_SD1d': {'0': 154.0186324132}, 'HRV_SD2a': {'0': 224.0549748739}, 'HRV_SD2d': {'0': 288.3504699026}, 'HRV_SDNN': {'0': 308.5243648437}, 'HRV_SDSD': {'0': 341.8000093283}, 'HRV_TINN': {'0': 1820}, 'HRV_IQRNN': {'0': 230}, 'HRV_MCVNN': {'0': 0.0650263158}, 'HRV_MadNN': {'0': 148.26}, 'HRV_RMSSD': {'0': 339.4028369273}, 'HRV_SDNNa': {'0': 206.0470537199}, 'HRV_SDNNd': {'0': 231.1576654834}, 'HRV_pNN20': {'0': 84.5070422535}, 'HRV_pNN50': {'0': 66.1971830986}, 'HRV_MeanNN': {'0': 2221.1267605634}, 'HRV_SD1SD2': {'0': 0.6618598825}, 'HRV_SampEn': {'0': 0.9544424978}, 'HRV_MedianNN': {'0': 2280}, 'HRV_CSI_Modified': {'0': 2206.9116534933}}, 'mode': 'hrv', 'uuid': '163b8c9b-d61a-415d-8c35-6048746a90a3', 'device': '6D18B021', 'hr_mean': 71.84, 'message': ''}",2021-05-27 22:45:09.971291+00:00,42
808,6D18B021,163b8c9b-d61a-415d-8c35-6048746a90a3,hrv,,70.6666666667,243.2660649955,73.68,warning,,"{'HRV': {'HRV_S': {'0': 152896.7507967815}, 'HRV_AI': {'0': 52.8566225843}, 'HRV_Ca': {'0': 0.6100863098}, 'HRV_Cd': {'0': 0.3899136902}, 'HRV_GI': {'0': 53.2188841202}, 'HRV_HF': {'0': 0.0096511471}, 'HRV_LF': {'0': 0.0363319044}, 'HRV_PI': {'0': 56.7164179104}, 'HRV_SI': {'0': 53.608020764}, 'HRV_C1a': {'0': 0.4018998904}, 'HRV_C1d': {'0': 0.5981001096}, 'HRV_C2a': {'0': 0.6890735154}, 'HRV_C2d': {'0': 0.3109264846}, 'HRV_CSI': {'0': 1.6243858078}, 'HRV_CVI': {'0': 5.8913683663}, 'HRV_HFn': {'0': 0.2097604006}, 'HRV_HTI': {'0': 3.5714285714}, 'HRV_LFn': {'0': 0.7896465273}, 'HRV_PAS': {'0': 0.3076923077}, 'HRV_PIP': {'0': 0.5466666667}, 'HRV_PSS': {'0': 0.7428571429}, 'HRV_SD1': {'0': 173.0930372826}, 'HRV_SD2': {'0': 281.1698731968}, 'HRV_ULF': {'0': None}, 'HRV_VHF': {'0': 2.72874e-05}, 'HRV_VLF': {'0': None}, 'HRV_ApEn': {'0': 0.6495651278}, 'HRV_CVNN': {'0': 0.1131400351}, 'HRV_CVSD': {'0': 0.1151682545}, 'HRV_IALS': {'0': 0.5223880597}, 'HRV_LFHF': {'0': 3.7645166815}, 'HRV_LnHF': {'0': -4.6406784959}, 'HRV_SD1a': {'0': 109.7943282713}, 'HRV_SD1d': {'0': 133.9392624565}, 'HRV_SD2a': {'0': 233.4003828519}, 'HRV_SD2d': {'0': 156.7825209585}, 'HRV_SDNN': {'0': 238.9819247566}, 'HRV_SDSD': {'0': 244.7905208774}, 'HRV_TINN': {'0': 1280}, 'HRV_IQRNN': {'0': 270}, 'HRV_MCVNN': {'0': 0.0969925234}, 'HRV_MadNN': {'0': 207.564}, 'HRV_RMSSD': {'0': 243.2660649955}, 'HRV_SDNNa': {'0': 182.3876821991}, 'HRV_SDNNd': {'0': 145.8089244619}, 'HRV_pNN20': {'0': 81.3333333333}, 'HRV_pNN50': {'0': 70.6666666667}, 'HRV_MeanNN': {'0': 2112.2666666667}, 'HRV_SD1SD2': {'0': 0.6156172968}, 'HRV_SampEn': {'0': 1.30933332}, 'HRV_MedianNN': {'0': 2140}, 'HRV_CSI_Modified': {'0': 1826.9134064453}}, 'mode': 'hrv', 'uuid': '163b8c9b-d61a-415d-8c35-6048746a90a3', 'device': '6D18B021', 'hr_mean': 73.68, 'message': 'HRV RMSSD has been changed significantly. You probably under stress.'}",2021-05-27 22:46:09.937370+00:00,43
809,6D18B021,163b8c9b-d61a-415d-8c35-6048746a90a3,hrv,,54.4303797468,104.194098952,79.2,warning,,"{'HRV': {'HRV_S': {'0': 58447.0169196666}, 'HRV_AI': {'0': 50.5006972721}, 'HRV_Ca': {'0': 0.4871606819}, 'HRV_Cd': {'0': 0.5128393181}, 'HRV_GI': {'0': 50.4761904762}, 'HRV_HF': {'0': 0.0010560872}, 'HRV_LF': {'0': 0.0093022576}, 'HRV_PI': {'0': 50}, 'HRV_SI': {'0': 50.4484649392}, 'HRV_C1a': {'0': 0.4922059518}, 'HRV_C1d': {'0': 0.5077940482}, 'HRV_C2a': {'0': 0.4867199688}, 'HRV_C2d': {'0': 0.5132800312}, 'HRV_CSI': {'0': 3.3835766578}, 'HRV_CVI': {'0': 5.47373246}, 'HRV_HFn': {'0': 0.1019493883}, 'HRV_HTI': {'0': 3.95}, 'HRV_LFn': {'0': 0.8979935331}, 'HRV_PAS': {'0': 0.3125}, 'HRV_PIP': {'0': 0.5443037975}, 'HRV_PSS': {'0': 0.7105263158}, 'HRV_SD1': {'0': 74.1512076665}, 'HRV_SD2': {'0': 250.896295407}, 'HRV_ULF': {'0': None}, 'HRV_VHF': {'0': 5.913e-07}, 'HRV_VLF': {'0': None}, 'HRV_ApEn': {'0': 0.4805840142}, 'HRV_CVNN': {'0': 0.092137012}, 'HRV_CVSD': {'0': 0.0521366469}, 'HRV_IALS': {'0': 0.5277777778}, 'HRV_LFHF': {'0': 8.8082287549}, 'HRV_LnHF': {'0': -6.8531845229}, 'HRV_SD1a': {'0': 52.0239704991}, 'HRV_SD1d': {'0': 52.8413454807}, 'HRV_SD2a': {'0': 175.0385999959}, 'HRV_SD2d': {'0': 179.7510488438}, 'HRV_SDNN': {'0': 184.1340691021}, 'HRV_SDSD': {'0': 104.8656435483}, 'HRV_TINN': {'0': 760}, 'HRV_IQRNN': {'0': 290}, 'HRV_MCVNN': {'0': 0.1017470588}, 'HRV_MadNN': {'0': 207.564}, 'HRV_RMSSD': {'0': 104.194098952}, 'HRV_SDNNa': {'0': 129.122044971}, 'HRV_SDNNd': {'0': 132.4814087951}, 'HRV_pNN20': {'0': 69.6202531646}, 'HRV_pNN50': {'0': 54.4303797468}, 'HRV_MeanNN': {'0': 1998.4810126582}, 'HRV_SD1SD2': {'0': 0.2955452473}, 'HRV_SampEn': {'0': 1.6094379124}, 'HRV_MedianNN': {'0': 2040}, 'HRV_CSI_Modified': {'0': 3395.7073946556}}, 'mode': 'hrv', 'uuid': '163b8c9b-d61a-415d-8c35-6048746a90a3', 'device': '6D18B021', 'hr_mean': 79.2, 'message': 'HRV RMSSD has been changed significantly. You probably under stress.'}",2021-05-27 22:47:09.868850+00:00,44
810,6D18B021,163b8c9b-d61a-415d-8c35-6048746a90a3,hrv,,60.5263157895,232.1378900568,78.49,warning,,"{'HRV': {'HRV_S': {'0': 179716.8188692024}, 'HRV_AI': {'0': 48.2852394474}, 'HRV_Ca': {'0': 0.4452687251}, 'HRV_Cd': {'0': 0.5547312749}, 'HRV_GI': {'0': 48.3009708738}, 'HRV_HF': {'0': 0.004283397}, 'HRV_LF': {'0': 0.0099606086}, 'HRV_PI': {'0': 47.6923076923}, 'HRV_SI': {'0': 48.3797558626}, 'HRV_C1a': {'0': 0.5735352336}, 'HRV_C1d': {'0': 0.4264647664}, 'HRV_C2a': {'0': 0.4160469591}, 'HRV_C2d': {'0': 0.5839530409}, 'HRV_CSI': {'0': 2.0953644839}, 'HRV_CVI': {'0': 5.9615588326}, 'HRV_HFn': {'0': 0.3003344202}, 'HRV_HTI': {'0': 3.8}, 'HRV_LFn': {'0': 0.698397463}, 'HRV_PAS': {'0': 0.2222222222}, 'HRV_PIP': {'0': 0.6578947368}, 'HRV_PSS': {'0': 0.9523809524}, 'HRV_SD1': {'0': 165.2302788385}, 'HRV_SD2': {'0': 346.217657936}, 'HRV_ULF': {'0': None}, 'HRV_VHF': {'0': 1.8086e-05}, 'HRV_VLF': {'0': None}, 'HRV_ApEn': {'0': 0.6019337281}, 'HRV_CVNN': {'0': 0.1295520355}, 'HRV_CVSD': {'0': 0.1108474469}, 'HRV_IALS': {'0': 0.6461538462}, 'HRV_LFHF': {'0': 2.325399342}, 'HRV_LnHF': {'0': -5.4530088914}, 'HRV_SD1a': {'0': 125.1485603679}, 'HRV_SD1d': {'0': 107.9163840478}, 'HRV_SD2a': {'0': 223.3162827968}, 'HRV_SD2d': {'0': 264.5685251584}, 'HRV_SDNN': {'0': 271.3092363971}, 'HRV_SDSD': {'0': 233.6709012481}, 'HRV_TINN': {'0': 1400}, 'HRV_IQRNN': {'0': 285}, 'HRV_MCVNN': {'0': 0.0979075472}, 'HRV_MadNN': {'0': 207.564}, 'HRV_RMSSD': {'0': 232.1378900568}, 'HRV_SDNNa': {'0': 181.0142595548}, 'HRV_SDNNd': {'0': 202.0426321973}, 'HRV_pNN20': {'0': 71.0526315789}, 'HRV_pNN50': {'0': 60.5263157895}, 'HRV_MeanNN': {'0': 2094.2105263158}, 'HRV_SD1SD2': {'0': 0.477243939}, 'HRV_SampEn': {'0': 1.0590814499}, 'HRV_MedianNN': {'0': 2120}, 'HRV_CSI_Modified': {'0': 2901.8087364928}}, 'mode': 'hrv', 'uuid': '163b8c9b-d61a-415d-8c35-6048746a90a3', 'device': '6D18B021', 'hr_mean': 78.49, 'message': 'HRV RMSSD has been changed significantly. You probably under stress.'}",2021-05-27 22:48:09.962742+00:00,45
811,6D18B021,163b8c9b-d61a-415d-8c35-6048746a90a3,hrv,,63.0136986301,293.2954520995,72.55,success,,"{'HRV': {'HRV_S': {'0': 214762.377586045}, 'HRV_AI': {'0': 50.8612220033}, 'HRV_Ca': {'0': 0.48367758}, 'HRV_Cd': {'0': 0.51632242}, 'HRV_GI': {'0': 50.78125}, 'HRV_HF': {'0': 0.0169831752}, 'HRV_LF': {'0': 0.0224530926}, 'HRV_PI': {'0': 46.1538461538}, 'HRV_SI': {'0': 50.8382756591}, 'HRV_C1a': {'0': 0.507879101}, 'HRV_C1d': {'0': 0.492120899}, 'HRV_C2a': {'0': 0.4738258911}, 'HRV_C2d': {'0': 0.5261741089}, 'HRV_CSI': {'0': 1.5673949863}, 'HRV_CVI': {'0': 6.0389283133}, 'HRV_HFn': {'0': 0.4271951719}, 'HRV_HTI': {'0': 4.5625}, 'HRV_LFn': {'0': 0.5647855971}, 'HRV_PAS': {'0': 0.15}, 'HRV_PIP': {'0': 0.6164383562}, 'HRV_PSS': {'0': 0.925}, 'HRV_SD1': {'0': 208.840603083}, 'HRV_SD2': {'0': 327.3357142088}, 'HRV_ULF': {'0': None}, 'HRV_VHF': {'0': 0.0003188051}, 'HRV_VLF': {'0': None}, 'HRV_ApEn': {'0': 0.7504549327}, 'HRV_CVNN': {'0': 0.126103639}, 'HRV_CVSD': {'0': 0.1354070832}, 'HRV_IALS': {'0': 0.6153846154}, 'HRV_LFHF': {'0': 1.3220786054}, 'HRV_LnHF': {'0': -4.0755321198}, 'HRV_SD1a': {'0': 148.8358581662}, 'HRV_SD1d': {'0': 146.5086643595}, 'HRV_SD2a': {'0': 225.3215789608}, 'HRV_SD2d': {'0': 237.4423211038}, 'HRV_SDNN': {'0': 273.1439370553}, 'HRV_SDSD': {'0': 295.3452132542}, 'HRV_TINN': {'0': 1620}, 'HRV_IQRNN': {'0': 160}, 'HRV_MCVNN': {'0': 0.0673909091}, 'HRV_MadNN': {'0': 148.26}, 'HRV_RMSSD': {'0': 293.2954520995}, 'HRV_SDNNa': {'0': 190.9475407297}, 'HRV_SDNNd': {'0': 197.2861431824}, 'HRV_pNN20': {'0': 73.9726027397}, 'HRV_pNN50': {'0': 63.0136986301}, 'HRV_MeanNN': {'0': 2166.0273972603}, 'HRV_SD1SD2': {'0': 0.6380012752}, 'HRV_SampEn': {'0': 1.225175012}, 'HRV_MedianNN': {'0': 2200}, 'HRV_CSI_Modified': {'0': 2052.2574291543}}, 'mode': 'hrv', 'uuid': '163b8c9b-d61a-415d-8c35-6048746a90a3', 'device': '6D18B021', 'hr_mean': 72.55, 'message': ''}",2021-05-27 22:49:09.883322+00:00,46
812,6D18B021,163b8c9b-d61a-415d-8c35-6048746a90a3,hrv,,63.6363636364,210.5506564876,74.33,warning,,"{'HRV': {'HRV_S': {'0': 133350.5715719037}, 'HRV_AI': {'0': 48.4727047699}, 'HRV_Ca': {'0': 0.4440322123}, 'HRV_Cd': {'0': 0.5559677877}, 'HRV_GI': {'0': 48.9104116223}, 'HRV_HF': {'0': 0.0177789672}, 'HRV_LF': {'0': 0.0256182082}, 'HRV_PI': {'0': 52.0547945205}, 'HRV_SI': {'0': 49.5237276471}, 'HRV_C1a': {'0': 0.6058411492}, 'HRV_C1d': {'0': 0.3941588508}, 'HRV_C2a': {'0': 0.3987290418}, 'HRV_C2d': {'0': 0.6012709582}, 'HRV_CSI': {'0': 1.8900114361}, 'HRV_CVI': {'0': 5.8319649915}, 'HRV_HFn': {'0': 0.4083776923}, 'HRV_HTI': {'0': 3.5}, 'HRV_LFn': {'0': 0.5884427711}, 'HRV_PAS': {'0': 0.05}, 'HRV_PIP': {'0': 0.5194805195}, 'HRV_PSS': {'0': 0.7631578947}, 'HRV_SD1': {'0': 149.861573554}, 'HRV_SD2': {'0': 283.2400878556}, 'HRV_ULF': {'0': None}, 'HRV_VHF': {'0': 0.000138423}, 'HRV_VLF': {'0': None}, 'HRV_ApEn': {'0': 0.7427405321}, 'HRV_CVNN': {'0': 0.1077996858}, 'HRV_CVSD': {'0': 0.1006481286}, 'HRV_IALS': {'0': 0.5205479452}, 'HRV_LFHF': {'0': 1.4409278033}, 'HRV_LnHF': {'0': -4.0297391379}, 'HRV_SD1a': {'0': 116.6533325713}, 'HRV_SD1d': {'0': 94.09215341}, 'HRV_SD2a': {'0': 178.8519398543}, 'HRV_SD2d': {'0': 219.6290758956}, 'HRV_SDNN': {'0': 225.5113427013}, 'HRV_SDSD': {'0': 211.9362697986}, 'HRV_TINN': {'0': 1420}, 'HRV_IQRNN': {'0': 280}, 'HRV_MCVNN': {'0': 0.0979075472}, 'HRV_MadNN': {'0': 207.564}, 'HRV_RMSSD': {'0': 210.5506564876}, 'HRV_SDNNa': {'0': 150.9900930354}, 'HRV_SDNNd': {'0': 168.9530471937}, 'HRV_pNN20': {'0': 79.2207792208}, 'HRV_pNN50': {'0': 63.6363636364}, 'HRV_MeanNN': {'0': 2091.9480519481}, 'HRV_SD1SD2': {'0': 0.5290973276}, 'HRV_SampEn': {'0': 1.3512030413}, 'HRV_MedianNN': {'0': 2120}, 'HRV_CSI_Modified': {'0': 2141.3080208859}}, 'mode': 'hrv', 'uuid': '163b8c9b-d61a-415d-8c35-6048746a90a3', 'device': '6D18B021', 'hr_mean': 74.33, 'message': 'HRV RMSSD has been changed significantly. You probably under stress.'}",2021-05-27 22:50:09.974717+00:00,47
813,6D18B021,163b8c9b-d61a-415d-8c35-6048746a90a3,hrv,,60.4938271605,248.6262254872,81.96,success,,"{'HRV': {'HRV_S': {'0': 193288.3469429786}, 'HRV_AI': {'0': 45.1053562708}, 'HRV_Ca': {'0': 0.643780272}, 'HRV_Cd': {'0': 0.356219728}, 'HRV_GI': {'0': 43.6399217221}, 'HRV_HF': {'0': 0.0023719288}, 'HRV_LF': {'0': 0.0106797839}, 'HRV_PI': {'0': 53.9473684211}, 'HRV_SI': {'0': 41.5141737699}, 'HRV_C1a': {'0': 0.5943541212}, 'HRV_C1d': {'0': 0.4056458788}, 'HRV_C2a': {'0': 0.6565164623}, 'HRV_C2d': {'0': 0.3434835377}, 'HRV_CSI': {'0': 1.9741867236}, 'HRV_CVI': {'0': 5.9931757818}, 'HRV_HFn': {'0': 0.1816570795}, 'HRV_HTI': {'0': 3.375}, 'HRV_LFn': {'0': 0.8179243745}, 'HRV_PAS': {'0': 0.0909090909}, 'HRV_PIP': {'0': 0.4814814815}, 'HRV_PSS': {'0': 0.7222222222}, 'HRV_SD1': {'0': 176.5362049144}, 'HRV_SD2': {'0': 348.5154319813}, 'HRV_ULF': {'0': None}, 'HRV_VHF': {'0': 5.465e-06}, 'HRV_VLF': {'0': None}, 'HRV_ApEn': {'0': 0.6275037689}, 'HRV_CVNN': {'0': 0.1475541508}, 'HRV_CVSD': {'0': 0.1262932664}, 'HRV_IALS': {'0': 0.4736842105}, 'HRV_LFHF': {'0': 4.5025736233}, 'HRV_LnHF': {'0': -6.0440518248}, 'HRV_SD1a': {'0': 136.391098117}, 'HRV_SD1d': {'0': 112.6774268949}, 'HRV_SD2a': {'0': 282.3870804623}, 'HRV_SD2d': {'0': 204.2560724118}, 'HRV_SDNN': {'0': 290.4812949504}, 'HRV_SDSD': {'0': 249.6598952398}, 'HRV_TINN': {'0': 1660}, 'HRV_IQRNN': {'0': 360}, 'HRV_MCVNN': {'0': 0.133434}, 'HRV_MadNN': {'0': 266.868}, 'HRV_RMSSD': {'0': 248.6262254872}, 'HRV_SDNNa': {'0': 221.7487258786}, 'HRV_SDNNd': {'0': 164.949606924}, 'HRV_pNN20': {'0': 77.7777777778}, 'HRV_pNN50': {'0': 60.4938271605}, 'HRV_MeanNN': {'0': 1968.6419753086}, 'HRV_SD1SD2': {'0': 0.5065376988}, 'HRV_SampEn': {'0': 1.3643154544}, 'HRV_MedianNN': {'0': 2000}, 'HRV_CSI_Modified': {'0': 2752.1381551853}}, 'mode': 'hrv', 'uuid': '163b8c9b-d61a-415d-8c35-6048746a90a3', 'device': '6D18B021', 'hr_mean': 81.96, 'message': ''}",2021-05-27 22:51:09.847138+00:00,48
814,6D18B021,163b8c9b-d61a-415d-8c35-6048746a90a3,hrv,,63.5135135135,106.91181874,73.48,warning,,"{'HRV': {'HRV_S': {'0': 44158.121447621}, 'HRV_AI': {'0': 45.1362188254}, 'HRV_Ca': {'0': 0.7118152444}, 'HRV_Cd': {'0': 0.2881847556}, 'HRV_GI': {'0': 44.4805194805}, 'HRV_HF': {'0': 0.0030082135}, 'HRV_LF': {'0': 0.0211187542}, 'HRV_PI': {'0': 59.7014925373}, 'HRV_SI': {'0': 43.7148689817}, 'HRV_C1a': {'0': 0.5393096836}, 'HRV_C1d': {'0': 0.4606903164}, 'HRV_C2a': {'0': 0.740908733}, 'HRV_C2d': {'0': 0.259091267}, 'HRV_CSI': {'0': 2.4443218232}, 'HRV_CVI': {'0': 5.3519806995}, 'HRV_HFn': {'0': 0.1246812461}, 'HRV_HTI': {'0': 3.8947368421}, 'HRV_LFn': {'0': 0.8753077391}, 'HRV_PAS': {'0': 0.2941176471}, 'HRV_PIP': {'0': 0.5675675676}, 'HRV_PSS': {'0': 0.8157894737}, 'HRV_SD1': {'0': 75.8317652505}, 'HRV_SD2': {'0': 185.3572386935}, 'HRV_ULF': {'0': None}, 'HRV_VHF': {'0': 2.658e-07}, 'HRV_VLF': {'0': None}, 'HRV_ApEn': {'0': 0.6072052263}, 'HRV_CVNN': {'0': 0.0694520589}, 'HRV_CVSD': {'0': 0.0495520142}, 'HRV_IALS': {'0': 0.5671641791}, 'HRV_LFHF': {'0': 7.0203640584}, 'HRV_LnHF': {'0': -5.8064088866}, 'HRV_SD1a': {'0': 55.9016994375}, 'HRV_SD1d': {'0': 51.6666666667}, 'HRV_SD2a': {'0': 159.5481996459}, 'HRV_SD2d': {'0': 94.3487038905}, 'HRV_SDNN': {'0': 149.8475098025}, 'HRV_SDSD': {'0': 107.2423108759}, 'HRV_TINN': {'0': 1000}, 'HRV_IQRNN': {'0': 155}, 'HRV_MCVNN': {'0': 0.0549111111}, 'HRV_MadNN': {'0': 118.608}, 'HRV_RMSSD': {'0': 106.91181874}, 'HRV_SDNNa': {'0': 119.5421013916}, 'HRV_SDNNd': {'0': 76.0628765242}, 'HRV_pNN20': {'0': 81.0810810811}, 'HRV_pNN50': {'0': 63.5135135135}, 'HRV_MeanNN': {'0': 2157.5675675676}, 'HRV_SD1SD2': {'0': 0.4091114314}, 'HRV_SampEn': {'0': 2.0149030205}, 'HRV_MedianNN': {'0': 2160}, 'HRV_CSI_Modified': {'0': 1812.2909745058}}, 'mode': 'hrv', 'uuid': '163b8c9b-d61a-415d-8c35-6048746a90a3', 'device': '6D18B021', 'hr_mean': 73.48, 'message': 'HRV RMSSD has been changed significantly. You probably under stress.'}",2021-05-27 22:52:09.952280+00:00,49
815,6D18B021,163b8c9b-d61a-415d-8c35-6048746a90a3,hrv,,64.1975308642,104.3791166853,81.84,warning,,"{'HRV': {'HRV_S': {'0': 48140.4498817988}, 'HRV_AI': {'0': 49.2583329893}, 'HRV_Ca': {'0': 0.5121751346}, 'HRV_Cd': {'0': 0.4878248654}, 'HRV_GI': {'0': 49.2401215805}, 'HRV_HF': {'0': 0.0015364469}, 'HRV_LF': {'0': 0.010818119}, 'HRV_PI': {'0': 52.6315789474}, 'HRV_SI': {'0': 49.2239350654}, 'HRV_C1a': {'0': 0.5548416705}, 'HRV_C1d': {'0': 0.4451583295}, 'HRV_C2a': {'0': 0.5066464118}, 'HRV_C2d': {'0': 0.4933535882}, 'HRV_CSI': {'0': 2.7781930834}, 'HRV_CVI': {'0': 5.3894802545}, 'HRV_HFn': {'0': 0.1243555165}, 'HRV_HTI': {'0': 5.4}, 'HRV_LFn': {'0': 0.8755868993}, 'HRV_PAS': {'0': 0.3333333333}, 'HRV_PIP': {'0': 0.5679012346}, 'HRV_PSS': {'0': 0.7674418605}, 'HRV_SD1': {'0': 74.2675202021}, 'HRV_SD2': {'0': 206.3295109494}, 'HRV_ULF': {'0': None}, 'HRV_VHF': {'0': 7.115e-07}, 'HRV_VLF': {'0': None}, 'HRV_ApEn': {'0': 0.493647901}, 'HRV_CVNN': {'0': 0.0782481346}, 'HRV_CVSD': {'0': 0.0529146855}, 'HRV_IALS': {'0': 0.5657894737}, 'HRV_LFHF': {'0': 7.0409976511}, 'HRV_LnHF': {'0': -6.4782827357}, 'HRV_SD1a': {'0': 55.3241312057}, 'HRV_SD1d': {'0': 49.5549816117}, 'HRV_SD2a': {'0': 146.8634866212}, 'HRV_SD2d': {'0': 144.9240607562}, 'HRV_SDNN': {'0': 154.3516907729}, 'HRV_SDSD': {'0': 105.0301343136}, 'HRV_TINN': {'0': 580}, 'HRV_IQRNN': {'0': 240}, 'HRV_MCVNN': {'0': 0.0898545455}, 'HRV_MadNN': {'0': 177.912}, 'HRV_RMSSD': {'0': 104.3791166853}, 'HRV_SDNNa': {'0': 110.972165871}, 'HRV_SDNNd': {'0': 108.3020765928}, 'HRV_pNN20': {'0': 77.7777777778}, 'HRV_pNN50': {'0': 64.1975308642}, 'HRV_MeanNN': {'0': 1972.5925925926}, 'HRV_SD1SD2': {'0': 0.3599461844}, 'HRV_SampEn': {'0': 1.6863989536}, 'HRV_MedianNN': {'0': 1980}, 'HRV_CSI_Modified': {'0': 2292.8928809142}}, 'mode': 'hrv', 'uuid': '163b8c9b-d61a-415d-8c35-6048746a90a3', 'device': '6D18B021', 'hr_mean': 81.84, 'message': 'HRV RMSSD has been changed significantly. You probably under stress.'}",2021-05-27 22:53:10.234871+00:00,50
816,6D18B021,163b8c9b-d61a-415d-8c35-6048746a90a3,hrv,,67.7777777778,561.5228091258,78.02,success,,"{'HRV': {'HRV_S': {'0': 710284.3509293939}, 'HRV_AI': {'0': 50.9415481461}, 'HRV_Ca': {'0': 0.4455085064}, 'HRV_Cd': {'0': 0.5544914936}, 'HRV_GI': {'0': 50.5867014342}, 'HRV_HF': {'0': 0.0265658034}, 'HRV_LF': {'0': 0.0089937649}, 'HRV_PI': {'0': 44.3037974684}, 'HRV_SI': {'0': 50.1496629718}, 'HRV_C1a': {'0': 0.5043046924}, 'HRV_C1d': {'0': 0.4956953076}, 'HRV_C2a': {'0': 0.4162679146}, 'HRV_C2d': {'0': 0.5837320854}, 'HRV_CSI': {'0': 1.4180539933}, 'HRV_CVI': {'0': 6.5584023563}, 'HRV_HFn': {'0': 0.6993920739}, 'HRV_HTI': {'0': 2.9032258065}, 'HRV_LFn': {'0': 0.2367768738}, 'HRV_PAS': {'0': 0.12}, 'HRV_PIP': {'0': 0.6444444444}, 'HRV_PSS': {'0': 0.92}, 'HRV_SD1': {'0': 399.2958562228}, 'HRV_SD2': {'0': 566.2230834078}, 'HRV_ULF': {'0': None}, 'HRV_VHF': {'0': 0.0024245673}, 'HRV_VLF': {'0': None}, 'HRV_ApEn': {'0': 0.6423383645}, 'HRV_CVNN': {'0': 0.2768838263}, 'HRV_CVSD': {'0': 0.3173640594}, 'HRV_IALS': {'0': 0.6329113924}, 'HRV_LFHF': {'0': 0.3385466931}, 'HRV_LnHF': {'0': -3.6281304766}, 'HRV_SD1a': {'0': 283.5649677042}, 'HRV_SD1d': {'0': 281.1340670149}, 'HRV_SD2a': {'0': 365.3204963945}, 'HRV_SD2d': {'0': 432.6078074861}, 'HRV_SDNN': {'0': 489.899783377}, 'HRV_SDSD': {'0': 564.6896152697}, 'HRV_TINN': {'0': 2060}, 'HRV_IQRNN': {'0': 690}, 'HRV_MCVNN': {'0': 0.208490625}, 'HRV_MadNN': {'0': 400.302}, 'HRV_RMSSD': {'0': 561.5228091258}, 'HRV_SDNNa': {'0': 327.00776443}, 'HRV_SDNNd': {'0': 364.8190501703}, 'HRV_pNN20': {'0': 77.7777777778}, 'HRV_pNN50': {'0': 67.7777777778}, 'HRV_MeanNN': {'0': 1769.3333333333}, 'HRV_SD1SD2': {'0': 0.7051917661}, 'HRV_SampEn': {'0': 1.3537181907}, 'HRV_MedianNN': {'0': 1920}, 'HRV_CSI_Modified': {'0': 3211.7396180033}}, 'mode': 'hrv', 'uuid': '163b8c9b-d61a-415d-8c35-6048746a90a3', 'device': '6D18B021', 'hr_mean': 78.02, 'message': ''}",2021-05-27 22:54:09.772335+00:00,51
